,d1,type,d2
825,38,1,123
826,64,1,123
827,162,6,123
828,157,1,123
829,74,2,123
830,284,1,123
831,363,1,123
832,306,1,123
833,156,1,123
834,27,1,123
835,330,2,123
836,125,1,123
837,96,1,123
838,331,1,123
839,97,1,123
840,216,2,123
841,131,1,123
842,210,1,123
843,232,1,123
844,226,1,123
845,387,1,123
846,376,1,123
847,325,1,123
848,196,41,123
849,178,1,123
850,229,1,123
851,322,1,123
852,347,1,123
853,207,1,123
854,163,6,123
855,161,1,123
856,173,1,123
857,81,1,123
858,24,1,123
859,29,6,123
860,280,1,123
861,369,1,123
862,354,1,123
863,45,1,123
864,76,1,123
865,21,1,123
866,364,1,123
867,247,1,123
868,143,1,123
869,307,1,123
870,101,1,123
871,189,2,123
872,282,1,123
873,51,1,123
874,357,1,123
875,6,1,123
876,122,1,123
877,252,6,123
878,186,1,123
879,301,6,123
880,107,1,123
881,53,1,123
882,180,1,123
883,249,1,123
884,235,1,123
885,13,1,123
886,383,1,123
887,28,2,123
888,289,2,123
889,356,1,123
890,68,1,123
891,120,1,123
892,113,1,123
893,270,1,123
894,137,1,123
895,358,1,123
896,89,6,123
897,240,1,123
898,243,1,123
899,257,2,123
900,142,1,123
901,326,2,123
902,9,1,123
903,108,6,123
904,371,1,123
905,110,0,150
906,110,3,159
907,110,3,382
908,110,2,73
909,110,0,267
910,110,0,268
911,110,3,324
912,110,1,148
913,110,0,74
914,110,24,284
915,181,2,110
916,360,3,110
917,330,0,110
918,308,0,110
919,125,0,110
920,216,0,110
921,217,2,110
922,25,2,110
923,218,0,110
924,334,19,110
925,312,0,110
926,110,3,30
927,110,2,206
928,110,12,49
929,110,12,271
930,110,0,355
931,110,0,221
932,110,1,319
933,110,2,55
934,110,0,245
935,110,3,317
936,110,0,338
937,110,2,153
938,110,0,189
939,110,9,282
940,110,3,269
941,110,0,304
942,110,0,160
943,110,2,167
944,110,0,19
945,110,0,28
946,110,0,289
947,110,0,263
948,110,0,257
949,110,0,326
950,110,2,203
951,110,3,208
952,110,0,371
953,110,2,94
954,368,11,193
955,368,1,340
956,368,0,150
957,368,1,198
958,368,1,384
959,368,1,111
960,368,3,382
961,368,2,73
962,368,1,293
963,368,1,315
964,368,6,223
965,368,1,381
966,368,1,72
967,368,11,275
968,368,1,126
969,368,11,69
970,368,0,268
971,368,3,324
972,368,1,38
973,368,1,116
974,368,1,64
975,368,6,162
976,368,1,157
977,368,9,284
978,368,1,363
979,368,11,192
980,368,11,50
981,368,11,10
982,368,2,181
983,368,1,306
984,368,1,156
985,368,1,27
986,368,2,294
987,368,18,330
988,368,2,308
989,368,0,125
990,368,1,96
991,368,1,331
992,368,1,97
993,368,0,216
994,368,1,131
995,368,1,210
996,368,1,232
997,368,2,217
998,368,2,25
999,368,2,218
1000,368,1,226
1001,368,1,387
1002,368,1,259
1003,368,0,312
1004,368,1,376
1005,30,3,368
1006,152,1,368
1007,206,2,368
1008,325,1,368
1009,178,1,368
1010,166,45,368
1011,229,1,368
1012,322,6,368
1013,355,0,368
1014,221,2,368
1015,347,1,368
1016,207,1,368
1017,55,2,368
1018,163,6,368
1019,245,0,368
1020,155,1,368
1021,161,1,368
1022,173,1,368
1023,317,3,368
1024,70,1,368
1025,338,2,368
1026,81,1,368
1027,24,1,368
1028,29,6,368
1029,280,1,368
1030,369,1,368
1031,354,1,368
1032,153,2,368
1033,45,1,368
1034,76,1,368
1035,21,1,368
1036,364,1,368
1037,247,1,368
1038,143,18,368
1039,307,1,368
1040,101,1,368
1041,189,0,368
1042,282,9,368
1043,233,1,368
1044,51,1,368
1045,357,1,368
1046,6,1,368
1047,122,1,368
1048,252,6,368
1049,186,1,368
1050,301,6,368
1051,107,1,368
1052,337,1,368
1053,53,1,368
1054,304,0,368
1055,160,0,368
1056,167,2,368
1057,180,1,368
1058,19,0,368
1059,5,11,368
1060,249,1,368
1061,235,1,368
1062,13,1,368
1063,383,1,368
1064,28,1,368
1065,356,1,368
1066,68,1,368
1067,263,0,368
1068,120,1,368
1069,113,1,368
1070,270,1,368
1071,137,1,368
1072,358,1,368
1073,89,6,368
1074,240,1,368
1075,243,1,368
1076,352,11,368
1077,142,1,368
1078,203,2,368
1079,208,3,368
1080,9,1,368
1081,108,6,368
1082,255,7,368
1083,242,11,368
1084,371,0,368
1085,94,2,368
1086,205,5,220
1087,184,2,220
1088,193,5,220
1089,256,5,220
1090,150,2,220
1091,365,5,220
1092,339,4,220
1093,382,3,220
1094,73,2,220
1095,164,21,220
1096,377,2,220
1097,315,4,220
1098,386,21,220
1099,267,4,220
1100,228,2,220
1101,381,5,220
1102,200,5,220
1103,275,5,220
1104,69,5,220
1105,71,2,220
1106,268,0,220
1107,324,3,220
1108,284,9,220
1109,192,5,220
1110,50,5,220
1111,10,5,220
1112,181,2,220
1113,360,4,220
1114,156,4,220
1115,147,21,220
1116,61,21,220
1117,241,4,220
1118,117,4,220
1119,330,4,220
1120,308,2,220
1121,125,0,220
1122,56,32,220
1123,234,21,220
1124,97,5,220
1125,216,0,220
1126,131,4,220
1127,25,2,220
1128,218,0,220
1129,312,0,220
1130,30,3,220
1131,206,2,220
1132,178,32,220
1133,336,5,220
1134,355,0,220
1135,221,5,220
1136,332,4,220
1137,329,32,220
1138,39,4,220
1139,3,4,220
1140,179,4,220
1141,75,5,220
1142,182,5,220
1143,245,4,220
1144,67,32,220
1145,155,5,220
1146,317,3,220
1147,52,32,220
1148,313,32,220
1149,338,0,220
1150,280,21,220
1151,219,5,220
1152,60,4,220
1153,364,21,220
1154,143,4,220
1155,189,0,220
1156,282,9,220
1157,51,21,220
1158,165,4,220
1159,309,5,220
1160,357,5,220
1161,6,4,220
1162,127,5,220
1163,337,5,220
1164,248,5,220
1165,372,2,220
1166,304,5,220
1167,160,2,220
1168,167,2,220
1169,19,2,220
1170,5,5,220
1171,249,21,220
1172,132,4,220
1173,359,5,220
1174,42,4,220
1175,154,2,220
1176,2,21,220
1177,258,5,220
1178,263,0,220
1179,44,5,220
1180,358,4,220
1181,243,21,220
1182,87,5,220
1183,352,5,220
1184,288,32,220
1185,203,2,220
1186,104,32,220
1187,208,3,220
1188,242,5,220
1189,371,2,220
1190,94,2,220
1191,291,5,220
1192,193,5,205
1193,256,5,205
1194,286,5,205
1195,340,1,205
1196,150,0,205
1197,365,5,205
1198,111,5,205
1199,382,3,205
1200,373,1,205
1201,362,8,205
1202,73,2,205
1203,293,5,205
1204,223,8,205
1205,380,8,205
1206,381,5,205
1207,200,5,205
1208,275,5,205
1209,69,5,205
1210,268,0,205
1211,324,3,205
1212,119,8,205
1213,346,1,205
1214,116,1,205
1215,64,1,205
1216,385,35,205
1217,284,9,205
1218,192,5,205
1219,50,5,205
1220,26,8,205
1221,10,5,205
1222,181,2,205
1223,360,8,205
1224,156,1,205
1225,147,1,205
1226,308,0,205
1227,125,0,205
1228,234,1,205
1229,112,1,205
1230,96,1,205
1231,97,5,205
1232,216,0,205
1233,131,1,205
1234,25,2,205
1235,218,0,205
1236,312,2,205
1237,30,3,205
1238,333,1,205
1239,206,2,205
1240,178,1,205
1241,336,5,205
1242,1,8,205
1243,283,8,205
1244,355,0,205
1245,221,0,205
1246,75,5,205
1247,182,5,205
1248,245,0,205
1249,155,5,205
1250,317,3,205
1251,70,1,205
1252,338,0,205
1253,351,8,205
1254,374,8,205
1255,219,5,205
1256,379,8,205
1257,189,0,205
1258,282,9,205
1259,233,3,205
1260,309,5,205
1261,357,5,205
1262,122,1,205
1263,127,5,205
1264,0,8,205
1265,107,1,205
1266,337,5,205
1267,236,8,205
1268,248,35,205
1269,53,1,205
1270,304,0,205
1271,160,2,205
1272,167,2,205
1273,19,2,205
1274,86,8,205
1275,5,5,205
1276,321,8,205
1277,359,5,205
1278,235,1,205
1279,383,17,205
1280,16,8,205
1281,258,35,205
1282,263,0,205
1283,345,8,205
1284,44,5,205
1285,237,8,205
1286,87,5,205
1287,17,8,205
1288,352,5,205
1289,203,2,205
1290,195,5,205
1291,208,3,205
1292,20,5,205
1293,9,1,205
1294,108,1,205
1295,106,8,205
1296,295,8,205
1297,242,5,205
1298,371,0,205
1299,94,2,205
1300,291,5,205
1301,375,2,158
1302,149,40,158
1303,158,1,116
1304,158,2,284
1305,158,2,323
1306,158,1,334
1307,158,1,233
1308,158,2,62
1309,290,2,150
1310,290,1,198
1311,290,1,384
1312,290,2,111
1313,290,3,382
1314,290,2,73
1315,290,1,293
1316,290,1,315
1317,290,0,267
1318,290,0,275
1319,290,0,268
1320,290,3,324
1321,290,31,346
1322,290,0,296
1323,290,1,157
1324,290,31,239
1325,290,0,74
1326,290,9,284
1327,290,0,26
1328,290,2,181
1329,290,0,34
1330,290,0,360
1331,290,0,156
1332,290,0,43
1333,290,0,294
1334,290,0,262
1335,290,1,330
1336,290,2,308
1337,290,0,125
1338,290,1,96
1339,290,0,216
1340,290,0,131
1341,290,0,210
1342,290,2,25
1343,290,0,218
1344,290,1,387
1345,290,0,312
1346,290,3,30
1347,290,0,152
1348,290,2,206
1349,290,1,325
1350,290,1,227
1351,290,31,355
1352,290,0,221
1353,290,0,347
1354,290,18,3
1355,290,1,207
1356,290,0,245
1357,290,29,67
1358,290,1,174
1359,290,3,317
1360,290,0,338
1361,290,0,105
1362,290,0,219
1363,290,1,21
1364,290,0,143
1365,290,1,307
1366,290,0,189
1367,290,9,282
1368,290,1,140
1369,290,0,300
1370,290,18,165
1371,290,0,6
1372,290,1,107
1373,290,0,248
1374,290,0,349
1375,290,0,304
1376,290,2,160
1377,290,2,167
1378,290,2,19
1379,290,0,298
1380,290,0,28
1381,290,0,289
1382,290,1,254
1383,290,0,258
1384,290,0,263
1385,290,1,120
1386,290,1,137
1387,290,1,358
1388,290,0,89
1389,290,1,57
1390,290,0,352
1391,290,0,257
1392,290,0,326
1393,290,2,203
1394,290,0,195
1395,290,0,104
1396,290,3,208
1397,290,2,20
1398,290,0,8
1399,290,1,244
1400,290,2,371
1401,290,2,94
1402,290,0,291
1403,184,3,375
1404,184,0,150
1405,184,2,198
1406,184,2,384
1407,184,10,111
1408,184,3,382
1409,184,2,73
1410,184,7,293
1411,184,7,315
1412,184,10,380
1413,184,1,228
1414,184,7,381
1415,184,7,238
1416,184,0,275
1417,184,0,268
1418,184,3,324
1419,184,2,346
1420,184,7,116
1421,184,0,296
1422,184,2,239
1423,184,9,284
1424,184,0,26
1425,184,2,181
1426,184,0,360
1427,184,0,156
1428,184,10,323
1429,184,0,43
1430,184,0,294
1431,184,0,262
1432,184,0,330
1433,184,7,308
1434,184,0,125
1435,184,2,96
1436,184,0,216
1437,184,0,131
1438,184,0,210
1439,184,2,25
1440,184,0,218
1441,184,2,387
1442,184,1,334
1443,184,2,312
1444,184,3,30
1445,184,7,151
1446,184,0,152
1447,184,2,206
1448,184,2,325
1449,184,7,342
1450,184,7,336
1451,184,7,102
1452,184,3,63
1453,184,10,283
1454,184,2,271
1455,184,2,355
1456,184,0,221
1457,184,0,347
1458,184,10,332
1459,184,2,207
1460,184,0,245
1461,184,10,222
1462,184,3,317
1463,184,7,313
1464,184,0,338
1465,184,3,292
1466,184,3,88
1467,184,7,145
1468,184,7,153
1469,184,0,143
1470,184,0,189
1471,184,9,282
1472,184,7,233
1473,184,10,36
1474,184,10,190
1475,184,10,99
1476,184,10,370
1477,184,0,6
1478,184,7,302
1479,184,2,107
1480,184,7,337
1481,184,0,349
1482,184,0,304
1483,184,0,160
1484,184,2,167
1485,184,0,19
1486,184,10,42
1487,184,7,348
1488,184,0,254
1489,184,2,263
1490,184,3,128
1491,184,0,358
1492,184,0,89
1493,184,7,59
1494,184,10,172
1495,184,0,352
1496,184,2,142
1497,184,0,326
1498,184,2,203
1499,184,10,195
1500,184,0,104
1501,184,3,208
1502,184,10,20
1503,184,10,18
1504,184,2,371
1505,184,2,94
1506,184,7,32
1507,184,0,291
1508,199,2,150
1509,199,3,382
1510,199,2,73
1511,199,0,267
1512,199,0,268
1513,199,3,324
1514,199,0,74
1515,199,0,79
1516,199,9,284
1517,199,2,181
1518,199,0,43
1519,199,0,330
1520,199,2,308
1521,199,0,125
1522,199,0,216
1523,199,2,25
1524,199,0,218
1525,199,0,312
1526,199,3,30
1527,199,2,206
1528,199,0,355
1529,199,0,221
1530,199,0,245
1531,199,3,317
1532,199,0,338
1533,199,0,115
1534,199,0,214
1535,199,0,246
1536,199,0,189
1537,199,9,282
1538,199,0,300
1539,199,0,248
1540,199,0,304
1541,199,2,160
1542,199,2,167
1543,199,2,19
1544,199,0,321
1545,199,0,28
1546,199,0,289
1547,199,0,258
1548,199,0,263
1549,199,0,257
1550,199,0,326
1551,199,2,203
1552,199,3,208
1553,199,2,371
1554,199,2,94
1555,199,0,291
1556,193,5,256
1557,193,5,286
1558,193,26,375
1559,193,14,150
1560,193,5,365
1561,193,0,159
1562,193,5,111
1563,193,15,373
1564,193,8,362
1565,193,8,223
1566,193,8,380
1567,193,26,276
1568,193,5,228
1569,193,5,381
1570,193,5,200
1571,193,0,275
1572,193,5,69
1573,193,5,324
1574,193,8,119
1575,193,15,346
1576,193,2,64
1577,193,0,296
1578,193,31,239
1579,193,5,192
1580,193,17,50
1581,193,0,26
1582,193,26,10
1583,193,1,65
1584,193,0,360
1585,193,0,156
1586,193,10,323
1587,193,0,43
1588,193,0,294
1589,193,0,262
1590,193,0,330
1591,193,0,125
1592,193,26,56
1593,193,0,96
1594,193,15,97
1595,193,0,216
1596,193,0,131
1597,193,0,210
1598,193,0,152
1599,193,11,171
1600,193,0,325
1601,193,15,178
1602,193,5,336
1603,193,8,1
1604,193,8,283
1605,193,11,49
1606,193,11,271
1607,193,15,355
1608,193,5,221
1609,193,0,347
1610,193,11,332
1611,193,26,329
1612,193,11,48
1613,193,5,75
1614,193,17,182
1615,193,11,245
1616,193,26,67
1617,193,5,155
1618,193,26,313
1619,193,8,351
1620,193,15,354
1621,193,8,374
1622,193,5,219
1623,193,11,21
1624,193,0,143
1625,193,5,307
1626,193,8,379
1627,193,0,189
1628,193,11,82
1629,193,10,36
1630,193,10,190
1631,193,10,99
1632,193,10,370
1633,193,15,309
1634,193,15,357
1635,193,0,6
1636,193,5,127
1637,193,0,269
1638,193,8,0
1639,193,0,107
1640,193,5,337
1641,193,8,236
1642,193,5,248
1643,193,11,372
1644,193,0,349
1645,193,5,304
1646,193,0,19
1647,193,8,86
1648,193,17,5
1649,193,8,321
1650,193,5,359
1651,193,2,28
1652,193,0,254
1653,193,8,16
1654,193,5,258
1655,193,8,345
1656,193,5,44
1657,193,11,194
1658,193,11,260
1659,193,8,237
1660,193,11,47
1661,193,5,137
1662,193,0,358
1663,193,0,89
