,d1,type,d2
573,178,1,489
574,321,1,489
575,403,1,489
576,216,4,489
577,26,1,489
578,127,1,489
579,330,0,489
580,274,1,489
581,479,1,489
582,82,1,489
583,110,0,489
584,137,1,489
585,483,1,489
586,8,1,489
587,55,0,489
588,146,0,489
589,93,4,489
590,143,8,489
591,154,4,489
592,275,0,489
593,48,1,489
594,40,9,489
595,407,1,489
596,326,1,489
597,372,19,489
598,32,4,489
599,368,1,489
600,549,0,489
601,114,0,489
602,293,1,489
603,211,9,489
604,199,0,489
605,221,34,489
606,409,0,489
607,556,1,489
608,226,0,489
609,58,0,489
610,334,1,489
611,453,4,489
612,484,3,489
613,251,1,489
614,259,1,489
615,278,1,489
616,383,1,489
617,430,1,489
618,253,2,489
619,29,1,489
620,107,9,489
621,413,0,489
622,442,2,489
623,71,1,489
624,177,1,489
625,41,1,489
626,206,1,489
627,11,1,489
628,38,1,489
629,401,9,489
630,351,0,489
631,241,40,361
632,169,4,361
633,152,1,361
634,485,1,361
635,225,4,361
636,312,4,361
637,494,4,361
638,37,4,361
639,336,4,361
640,153,19,361
641,342,1,361
642,132,40,361
643,375,1,361
644,248,4,361
645,6,40,361
646,519,1,361
647,265,1,361
648,302,4,361
649,418,1,361
650,448,4,361
651,405,4,361
652,462,4,361
653,310,1,361
654,422,4,361
655,207,40,361
656,183,4,361
657,502,40,361
658,567,4,361
659,427,4,361
660,495,1,361
661,424,1,361
662,474,4,361
663,339,4,361
664,31,4,361
665,396,4,361
666,188,4,361
667,452,4,361
668,491,1,361
669,475,4,361
670,18,1,361
671,467,4,361
672,414,4,361
673,163,1,361
674,148,4,361
675,505,1,361
676,266,1,361
677,392,4,361
678,429,4,361
679,20,1,361
680,281,40,361
681,36,19,361
682,257,4,361
683,208,1,361
684,463,1,361
685,497,1,361
686,247,4,361
687,195,1,361
688,73,40,361
689,412,2,361
690,108,2,361
691,439,4,361
692,202,4,361
693,314,4,361
694,62,4,361
695,262,19,361
696,402,4,361
697,119,4,361
698,557,4,361
699,92,4,361
700,385,34,361
701,79,4,361
702,394,19,361
703,294,4,361
704,548,4,361
705,178,4,361
706,321,1,361
707,403,1,361
708,216,4,361
709,26,1,361
710,127,1,361
711,230,4,361
712,274,1,361
713,479,1,361
714,82,1,361
715,137,1,361
716,483,1,361
717,8,1,361
718,93,4,361
719,408,4,361
720,283,4,361
721,116,4,361
722,501,4,361
723,48,1,361
724,40,4,361
725,407,1,361
726,326,1,361
727,372,19,361
728,32,4,361
729,368,1,361
730,549,4,361
731,344,4,361
732,63,4,361
733,293,1,361
734,211,4,361
735,199,1,361
736,176,4,361
737,221,34,361
738,223,4,361
739,556,1,361
740,226,4,361
741,334,1,361
742,453,4,361
743,251,1,361
744,333,4,361
745,259,1,361
746,278,1,361
747,383,1,361
748,561,4,361
749,430,1,361
750,242,4,361
751,253,2,361
752,243,4,361
753,29,1,361
754,107,4,361
755,374,4,361
756,141,4,361
757,71,1,361
758,177,1,361
759,41,1,361
760,206,1,361
761,11,1,361
762,38,1,361
763,401,4,361
764,351,4,361
765,378,11,241
766,472,11,241
767,152,11,241
768,249,11,241
769,320,4,241
770,451,11,241
771,350,15,241
772,231,11,241
773,285,8,241
774,384,11,241
775,24,11,241
776,342,11,241
777,286,3,241
778,132,11,241
779,375,11,241
780,149,2,241
781,6,11,241
782,229,0,241
783,280,0,241
784,393,35,241
785,519,11,241
786,431,0,241
787,265,11,241
788,261,11,241
789,273,2,241
790,502,11,241
791,43,0,241
792,567,8,241
793,495,11,241
794,4,0,241
795,518,2,241
796,210,3,241
797,391,35,241
798,181,11,241
799,197,11,241
800,491,11,241
801,217,2,241
802,289,11,241
803,18,11,241
804,296,11,241
805,437,0,241
806,224,11,241
807,446,11,241
808,106,0,241
809,399,0,241
810,91,0,241
811,276,11,241
812,133,11,241
813,379,11,241
814,256,0,241
815,429,2,241
816,324,0,241
817,569,0,241
818,109,11,241
819,9,0,241
820,456,3,241
821,281,11,241
822,250,3,241
823,51,11,241
824,465,11,241
825,161,11,241
826,182,1,241
827,194,2,241
828,195,11,241
829,73,11,241
830,301,35,241
831,328,35,241
832,412,11,241
833,120,0,241
834,439,0,241
835,298,2,241
836,318,0,241
837,49,11,241
838,203,0,241
839,416,2,241
840,402,35,241
841,104,11,241
842,441,2,241
843,385,11,241
844,25,3,241
845,466,11,241
846,548,11,241
847,60,2,241
848,84,11,241
849,264,0,241
850,72,2,241
851,14,35,241
852,533,35,241
853,464,35,241
854,103,35,241
855,65,35,241
856,321,35,241
857,403,35,241
858,216,2,241
859,498,3,241
860,47,35,241
861,521,11,241
862,26,11,241
863,454,35,241
864,213,11,241
865,127,11,241
866,346,11,241
867,330,0,241
868,110,2,241
869,420,0,241
870,137,11,241
871,55,0,241
872,146,0,241
873,143,11,241
874,196,11,241
875,275,0,241
876,219,35,241
877,56,11,241
878,486,11,241
879,560,11,241
880,510,8,241
881,142,11,241
882,482,3,241
883,101,8,241
884,228,4,241
885,528,1,241
886,326,11,241
887,272,11,241
888,129,0,241
889,78,11,241
890,368,11,241
891,549,0,241
892,481,2,241
893,64,0,241
894,63,0,241
895,126,2,241
896,54,2,241
897,284,11,241
898,114,2,241
899,293,11,241
900,566,2,241
901,199,11,241
902,221,11,241
903,89,1,241
904,201,35,241
905,165,11,241
906,504,0,241
907,76,11,241
908,409,0,241
909,556,11,241
910,397,2,241
911,226,0,241
912,58,0,241
913,334,11,241
914,484,3,241
915,251,11,241
916,259,11,241
917,147,35,241
918,278,11,241
919,383,11,241
920,537,35,241
921,175,35,241
922,430,11,241
923,70,35,241
924,81,2,241
925,417,8,241
926,458,11,241
927,514,2,241
928,435,0,241
929,30,2,241
930,413,0,241
931,442,2,241
932,550,11,241
933,13,3,241
934,138,0,241
935,329,0,241
936,41,11,241
937,206,11,241
938,11,11,241
939,564,11,241
940,38,11,241
941,215,0,241
942,400,2,241
943,351,0,241
944,350,0,378
945,285,8,378
946,286,3,378
947,149,2,378
948,506,3,378
949,280,0,378
950,527,1,378
951,431,0,378
952,422,0,378
953,43,0,378
954,567,3,378
955,331,2,378
956,511,1,378
957,317,0,378
958,263,1,378
959,4,0,378
960,518,0,378
961,210,8,378
962,491,0,378
963,217,2,378
964,172,2,378
965,18,0,378
966,347,0,378
967,437,0,378
968,446,0,378
969,327,0,378
970,106,0,378
971,399,0,378
972,91,0,378
973,133,0,378
974,256,0,378
975,366,0,378
976,523,0,378
977,386,2,378
978,429,2,378
979,324,0,378
980,569,0,378
981,9,0,378
982,456,3,378
983,281,12,378
984,378,3,250
985,378,0,325
986,378,0,161
987,378,11,73
988,378,1,120
989,378,0,439
990,378,0,406
991,378,0,318
992,378,2,262
993,378,0,203
994,378,0,416
995,378,0,104
996,378,0,543
997,378,3,25
998,378,1,121
999,378,1,234
1000,378,0,60
1001,378,2,74
1002,378,0,230
1003,378,0,330
1004,378,0,110
1005,378,0,420
1006,378,2,55
1007,378,0,146
1008,378,3,143
1009,378,0,275
1010,378,0,48
1011,378,8,101
1012,378,2,528
1013,378,0,78
1014,378,0,549
1015,378,2,481
1016,378,1,64
1017,378,0,63
1018,378,0,126
1019,378,2,54
1020,378,0,114
1021,378,0,185
1022,378,0,199
1023,378,0,504
1024,378,1,305
1025,378,0,409
1026,378,0,99
1027,378,2,397
1028,378,0,226
1029,378,2,58
1030,378,2,484
1031,378,0,112
1032,378,0,7
1033,378,1,255
1034,378,8,417
1035,378,0,107
1036,378,2,307
1037,378,0,435
1038,378,0,413
1039,378,2,442
1040,378,0,357
1041,378,3,13
1042,378,2,136
1043,378,0,215
1044,378,2,400
1045,378,0,351
1046,169,1,152
1047,169,1,348
1048,169,1,451
1049,169,19,100
1050,169,1,527
1051,169,1,265
1052,169,19,168
1053,169,2,331
1054,169,1,469
1055,169,1,511
1056,169,1,246
1057,169,1,263
1058,169,28,339
1059,169,2,210
1060,169,2,172
1061,169,1,470
1062,169,2,9
1063,169,19,140
1064,169,1,516
1065,169,1,341
1066,169,1,412
1067,169,1,120
1068,169,1,314
1069,169,1,121
1070,169,1,234
1071,169,1,459
1072,169,1,237
1073,169,2,3
1074,169,2,55
1075,169,1,143
1076,169,1,377
1077,169,1,291
1078,169,2,528
1079,169,1,315
1080,169,1,525
1081,169,1,305
1082,169,2,58
1083,169,4,160
1084,169,19,19
1085,169,1,112
1086,169,19,67
1087,169,1,242
1088,169,1,255
1089,169,4,562
1090,169,1,509
1091,472,10,373
1092,472,10,312
1093,472,4,506
1094,472,4,75
1095,472,4,212
1096,472,10,527
1097,472,4,405
1098,472,4,310
1099,472,10,422
1100,472,10,261
1101,472,10,183
1102,472,4,490
1103,472,4,474
1104,472,10,193
1105,472,10,188
1106,472,10,452
1107,472,10,475
1108,472,4,217
1109,472,0,289
1110,472,10,296
1111,472,2,446
1112,472,10,276
1113,472,4,366
1114,472,4,20
1115,472,4,456
1116,472,4,250
1117,472,4,51
1118,472,4,463
1119,472,4,247
1120,472,11,73
1121,472,4,301
1122,472,10,111
1123,472,4,402
1124,472,4,79
1125,472,10,443
1126,472,4,14
1127,472,4,403
1128,472,4,216
1129,472,1,498
1130,472,4,47
1131,472,4,454
1132,472,4,74
1133,472,10,346
1134,472,4,154
1135,472,10,275
1136,472,10,56
1137,472,10,486
1138,472,10,560
1139,472,10,142
1140,472,4,407
1141,472,4,228
1142,472,4,371
1143,472,4,32
1144,472,10,211
1145,472,4,201
1146,472,10,235
1147,472,10,531
1148,472,4,282
1149,472,4,147
1150,472,4,175
1151,472,4,7
1152,472,4,29
1153,472,10,107
1154,472,10,30
1155,472,10,442
1156,472,10,398
1157,472,10,401
1158,472,4,388
1159,277,1,312
1160,277,1,28
1161,277,0,350
1162,277,0,280
1163,277,0,422
1164,277,1,183
1165,277,0,317
1166,277,1,188
1167,277,1,452
1168,277,0,491
1169,277,1,475
1170,277,0,18
1171,277,0,347
1172,277,0,437
1173,277,0,446
1174,277,0,327
1175,277,0,106
1176,277,0,91
1177,277,0,133
1178,277,0,256
1179,277,0,366
1180,277,0,523
1181,277,0,325
1182,277,1,77
1183,277,0,161
1184,277,0,406
1185,277,1,354
1186,277,0,318
1187,277,0,416
1188,277,0,104
1189,277,0,543
1190,277,0,420
1191,277,0,146
1192,277,1,370
1193,277,0,48
1194,277,0,78
1195,277,1,303
1196,277,0,64
1197,277,0,114
1198,277,1,211
1199,277,0,99
1200,277,1,425
1201,277,1,160
1202,277,1,19
1203,277,0,112
1204,277,0,7
1205,277,1,35
1206,277,0,107
1207,277,0,413
1208,277,1,270
1209,277,0,357
1210,277,1,401
1211,277,1,444
1212,277,0,351
1213,152,1,485
1214,152,9,225
1215,152,10,373
1216,152,9,312
1217,152,9,37
1218,152,1,451
1219,152,0,350
1220,152,19,153
1221,152,1,24
1222,152,1,342
1223,152,3,286
1224,152,1,132
1225,152,1,375
1226,152,8,149
1227,152,1,6
1228,152,1,519
1229,152,31,265
1230,152,1,418
1231,152,4,448
1232,152,4,405
1233,152,1,310
1234,152,9,422
1235,152,40,207
1236,152,9,183
1237,152,11,502
1238,152,1,469
1239,152,1,495
1240,152,10,511
1241,152,1,424
1242,152,4,474
1243,152,10,193
1244,152,1,339
1245,152,0,518
1246,152,4,31
1247,152,8,210
1248,152,12,187
1249,188,9,152
1250,452,9,152
1251,491,1,152
1252,475,9,152
1253,217,2,152
1254,18,1,152
1255,296,10,152
1256,437,0,152
1257,163,1,152
1258,224,1,152
1259,106,37,152
1260,505,1,152
1261,266,1,152
1262,379,1,152
1263,256,0,152
1264,20,1,152
1265,324,0,152
1266,9,31,152
1267,281,11,152
1268,250,3,152
1269,526,10,152
1270,465,11,152
1271,36,19,152
1272,208,1,152
1273,182,37,152
1274,463,1,152
1275,497,1,152
1276,195,1,152
1277,341,1,152
1278,73,11,152
1279,412,1,152
1280,108,2,152
1281,439,11,152
1282,202,4,152
1283,111,10,152
1284,314,1,152
1285,318,0,152
1286,262,19,152
1287,402,30,152
1288,104,37,152
1289,92,4,152
1290,385,34,152
1291,466,1,152
1292,394,19,152
1293,294,9,152
1294,548,1,152
1295,178,1,152
1296,84,37,152
1297,321,1,152
1298,403,1,152
1299,216,4,152
1300,498,1,152
1301,26,1,152
1302,127,1,152
1303,230,0,152
1304,330,0,152
1305,274,1,152
1306,479,1,152
1307,82,1,152
1308,110,0,152
1309,420,37,152
1310,137,1,152
1311,483,1,152
1312,8,1,152
1313,55,0,152
1314,146,37,152
1315,93,4,152
1316,143,8,152
1317,154,4,152
1318,275,0,152
1319,56,10,152
1320,486,10,152
1321,560,10,152
1322,0,37,152
1323,142,10,152
1324,48,1,152
1325,40,9,152
1326,407,1,152
1327,528,1,152
1328,326,1,152
1329,372,19,152
1330,32,4,152
1331,368,1,152
1332,549,0,152
1333,481,2,152
1334,114,0,152
1335,293,1,152
1336,211,9,152
1337,185,0,152
1338,199,0,152
1339,221,34,152
1340,89,37,152
1341,409,0,152
1342,556,1,152
1343,226,0,152
1344,58,0,152
1345,334,1,152
1346,453,4,152
1347,484,2,152
1348,251,1,152
1349,259,1,152
1350,278,1,152
1351,383,1,152
1352,430,1,152
1353,242,1,152
1354,253,2,152
1355,29,1,152
1356,107,9,152
1357,413,0,152
1358,442,2,152
1359,534,10,152
1360,71,1,152
1361,177,1,152
1362,41,1,152
1363,206,1,152
1364,11,1,152
1365,38,1,152
1366,398,10,152
1367,401,9,152
1368,215,37,152
1369,351,0,152
1370,301,4,460
1371,328,4,460
1372,203,1,460
1373,402,4,460
1374,14,4,460
1375,65,4,460
1376,403,4,460
1377,47,4,460
1378,454,4,460
1379,219,4,460
1380,201,4,460
1381,147,4,460
1382,175,4,460
1383,348,1,271
1384,28,4,271
1385,384,4,271
1386,158,45,271
1387,405,2,271
1388,542,45,271
1389,428,45,271
1390,246,1,271
1391,470,1,271
1392,457,45,271
1393,325,45,271
1394,77,4,271
1395,487,45,271
1396,516,1,271
1397,164,45,271
1398,354,4,271
1399,209,22,271
1400,192,45,271
1401,459,1,271
1402,237,1,271
1403,105,45,271
1404,370,4,271
1405,517,45,271
1406,377,1,271
1407,291,1,271
1408,32,2,271
1409,115,45,271
1410,303,4,271
1411,315,1,271
1412,525,1,271
1413,425,4,271
1414,160,4,271
1415,19,4,271
1416,112,1,271
1417,35,4,271
1418,562,45,271
1419,270,4,271
1420,357,1,271
1421,509,1,271
1422,162,22,271
1423,444,4,271
1424,12,4,337
1425,4,4,337
1426,210,1,337
1427,108,1,337
1428,350,0,381
1429,286,3,381
1430,149,2,381
1431,229,0,381
1432,280,0,381
1433,43,0,381
1434,567,3,381
1435,210,8,381
1436,217,2,381
1437,289,0,381
1438,437,0,381
1439,446,0,381
1440,106,0,381
1441,399,0,381
1442,91,0,381
1443,256,0,381
1444,429,2,381
1445,569,0,381
1446,9,0,381
1447,250,3,381
1448,465,2,381
1449,120,0,381
1450,439,0,381
1451,203,0,381
1452,416,0,381
1453,25,3,381
1454,60,0,381
1455,264,0,381
1456,72,0,381
1457,420,0,381
1458,146,0,381
1459,143,8,381
1460,275,0,381
1461,129,0,381
1462,481,2,381
1463,64,0,381
1464,63,0,381
1465,126,0,381
1466,54,2,381
1467,114,0,381
1468,409,0,381
1469,397,2,381
1470,58,0,381
1471,484,3,381
1472,442,2,381
1473,13,3,381
1474,138,0,381
1475,329,0,381
1476,215,0,381
1477,400,2,381
1478,351,0,381
1479,348,1,179
1480,231,1,179
1481,285,1,179
1482,384,1,179
1483,506,1,179
1484,212,1,179
1485,519,5,179
1486,431,2,179
1487,123,1,179
1488,43,2,179
1489,490,1,179
1490,427,5,179
1491,520,1,179
1492,128,1,179
1493,433,1,179
1494,246,5,179
1495,508,1,179
1496,191,1,179
1497,4,2,179
1498,210,1,179
1499,438,1,179
1500,187,1,179
1501,287,1,179
1502,300,1,179
1503,347,1,179
1504,364,1,179
1505,292,1,179
1506,106,2,179
1507,91,1,179
1508,133,1,179
1509,157,1,179
1510,392,1,179
1511,530,1,179
1512,256,2,179
1513,366,1,179
1514,523,1,179
1515,470,1,179
1516,186,1,179
1517,109,1,179
1518,349,1,179
1519,17,1,179
1520,161,1,179
1521,487,1,179
1522,182,1,179
1523,499,1,179
1524,516,1,179
1525,352,1,179
1526,406,1,179
1527,318,2,179
1528,49,1,179
1529,66,5,179
1530,209,5,179
1531,104,1,179
1532,200,1,179
1533,156,1,179
1534,84,1,179
1535,68,1,179
1536,345,1,179
1537,498,5,179
1538,184,1,179
1539,521,1,179
1540,459,1,179
1541,98,1,179
1542,189,1,179
1543,568,1,179
1544,227,1,179
1545,237,1,179
1546,50,1,179
1547,86,1,179
1548,170,1,179
1549,173,1,179
1550,420,1,179
1551,135,1,179
1552,96,1,179
1553,39,1,179
1554,8,1,179
1555,146,2,179
1556,143,1,179
1557,522,1,179
1558,390,1,179
1559,510,1,179
1560,501,1,179
1561,48,1,179
1562,512,1,179
1563,101,1,179
1564,377,5,179
1565,291,1,179
1566,503,5,179
1567,371,1,179
1568,78,1,179
1569,240,1,179
1570,419,1,179
1571,565,1,179
1572,315,1,179
1573,535,1,179
1574,22,1,179
1575,222,1,179
1576,304,1,179
1577,525,1,179
1578,89,1,179
1579,504,2,179
1580,409,2,179
1581,311,1,179
1582,83,1,179
1583,282,1,179
1584,44,1,179
1585,309,1,179
1586,233,1,179
1587,382,1,179
1588,57,1,179
1589,16,1,179
1590,112,1,179
1591,7,5,179
1592,238,1,179
1593,297,1,179
1594,417,1,179
1595,435,2,179
1596,61,1,179
1597,413,2,179
1598,550,5,179
1599,509,1,179
1600,162,5,179
1601,215,1,179
1602,350,6,355
1603,280,0,355
1604,422,0,355
1605,317,0,355
1606,491,0,355
1607,18,0,355
1608,347,0,355
1609,437,0,355
1610,446,0,355
1611,327,0,355
1612,106,0,355
1613,91,0,355
1614,133,0,355
1615,256,0,355
1616,366,0,355
1617,523,0,355
1618,325,0,355
1619,161,0,355
1620,406,0,355
1621,318,0,355
1622,416,0,355
1623,104,0,355
1624,543,0,355
1625,105,12,355
1626,355,26,118
1627,355,0,420
1628,355,0,146
1629,355,0,48
1630,355,0,78
1631,355,0,64
1632,355,0,114
1633,355,0,99
1634,355,0,112
1635,355,0,7
1636,355,2,107
1637,355,0,413
1638,355,0,357
1639,355,0,351
1640,254,0,350
1641,254,3,493
1642,254,3,286
1643,254,2,149
1644,254,0,280
1645,254,0,431
1646,254,0,43
1647,254,3,567
1648,254,2,331
1649,254,1,415
1650,254,0,4
1651,254,38,210
1652,217,2,254
1653,18,3,254
1654,106,0,254
1655,399,0,254
1656,91,0,254
1657,256,0,254
1658,386,2,254
1659,429,2,254
1660,569,0,254
1661,124,27,254
1662,9,0,254
1663,456,3,254
